Product ID,Product Name,Product Category,Product Description,Price,Stock Quantity,Warranty Period,Product Dimensions,Manufacturing Date,Expiration Date,SKU,Product Tags,Color/Size Variations,Product Ratings
7VKWJUXH,Headphones,Electronics,Product_R0VU5,57.49,97,2,11x12x7 cm,2023-03-15,2024-01-01,44ISOU,"GUJ,GYW",Red/Small,5
AEGJ9VHG,Smartphone,Home Appliances,Product_UX2YP,259.12,27,1,14x6x8 cm,2023-07-30,2024-01-01,YOZ5XF,"RTD,Z9M",Red/Small,3
2MPHM0ZT,Headphones,Home Appliances,Product_71Z7A,246.71,60,1,13x9x14 cm,2023-01-01,2026-01-01,34N21F,"EBM,9M0",Blue/Medium,2
7GX9PC5E,Monitor,Home Appliances,Product_N5GDJ,96.71,63,1,7x5x6 cm,2023-03-15,2026-01-01,K8ZTYY,"O29,BH9",Red/Small,5
1J2YLBOE,Smartphone,Home Appliances,Product_NASAJ,245.64,82,3,15x10x12 cm,2023-03-15,2024-01-01,G9KMXX,"FV2,QIY",Blue/Medium,5
SLTU7KI4,Headphones,Clothing,Product_U640A,343.01,52,3,17x16x12 cm,2023-03-15,2025-01-01,887D3S,"OOI,5JK",Green/Large,1
W424W217,Monitor,Clothing,Product_NBLGQ,62.64,81,2,14x9x17 cm,2023-07-30,2026-01-01,R11DUQ,"Z09,FRM",Green/Large,1
M5XB1M13,Headphones,Electronics,Product_9MI6N,377.6,76,2,17x10x15 cm,2023-03-15,2026-01-01,DS67UR,"VBF,A6P",Green/Large,2
JBB5YLBL,Laptop,Electronics,Product_RGBOP,28.48,22,3,9x6x8 cm,2023-03-15,2024-01-01,HD3T5S,"735,F0W",Blue/Medium,2
4H6W4CB1,Laptop,Clothing,Product_53EBU,20.16,73,1,15x14x17 cm,2023-07-30,2026-01-01,JGT05I,"U3J,2EY",Blue/Medium,4
49NK98G9,Headphones,Electronics,Product_Z8NRW,459.25,57,3,15x18x15 cm,2023-07-30,2026-01-01,5UCON4,"YM1,C6M",Blue/Medium,1
4GJN5FZL,Monitor,Home Appliances,Product_K1GC2,184.96,54,3,13x12x20 cm,2023-01-01,2025-01-01,170EX9,"XKH,96V",Green/Large,3
C3V44X58,Smartphone,Clothing,Product_NZM6M,137.67,12,2,15x7x16 cm,2023-01-01,2026-01-01,57P8YV,"HW6,OPM",Red/Small,4
EV0W9JQL,Monitor,Electronics,Product_NTD1W,253.49,31,2,14x15x20 cm,2023-01-01,2024-01-01,G7KC7M,"R0R,VWG",Green/Large,3
2MS56COL,Smartphone,Home Appliances,Product_MDE6I,402.15,9,2,14x6x14 cm,2023-03-15,2026-01-01,F3505E,"30M,X2Y",Green/Large,3
EIEU38WL,Laptop,Home Appliances,Product_PMCSI,484.43,90,2,19x15x10 cm,2023-01-01,2026-01-01,IOW0XC,"NBB,V45",Green/Large,5
ZEUESI05,Laptop,Clothing,Product_MWWQE,223.68,79,1,7x5x18 cm,2023-03-15,2024-01-01,6BZWY7,"VD2,6A4",Blue/Medium,2
SXO9XJZY,Monitor,Clothing,Product_O907O,153.85,67,1,14x6x15 cm,2023-01-01,2024-01-01,4ATCJC,"043,083",Green/Large,1
Z3I990AG,Laptop,Electronics,Product_WWQ2U,49.72,50,2,15x6x8 cm,2023-07-30,2025-01-01,B3Q6AQ,"X19,ZM1",Green/Large,3
5QMTCTZC,Monitor,Electronics,Product_IZ1C9,428.58,32,1,18x15x8 cm,2023-07-30,2024-01-01,6JIF85,"5ZO,24M",Green/Large,5
KZKJX56K,Monitor,Home Appliances,Product_Z35GV,256.92,96,3,9x12x20 cm,2023-07-30,2026-01-01,8S9961,"S1D,Q6U",Blue/Medium,3
JEV92M75,Monitor,Electronics,Product_2UWYW,364.33,44,1,6x18x6 cm,2023-01-01,2024-01-01,99OB3L,"BNG,6UY",Blue/Medium,2
NXC99G7U,Smartphone,Home Appliances,Product_2YLN0,99.06,11,1,6x15x5 cm,2023-01-01,2026-01-01,027XSC,"3LQ,BOY",Red/Small,3
7GYBH880,Headphones,Electronics,Product_2F9AV,86.62,7,2,5x9x15 cm,2023-01-01,2025-01-01,69KOD8,"703,2KE",Blue/Medium,4
027HTEAR,Laptop,Home Appliances,Product_VDB8Z,317.77,74,1,13x8x11 cm,2023-03-15,2024-01-01,RH3SZN,"P28,CMA",Red/Small,3
NJSXE70R,Headphones,Home Appliances,Product_GMNTJ,107.48,66,3,5x11x15 cm,2023-07-30,2025-01-01,PE8JHG,"T5D,OO1",Red/Small,2
R62RDGPC,Monitor,Home Appliances,Product_L04R2,415.14,4,2,18x6x15 cm,2023-03-15,2026-01-01,1LTEPP,"MNC,6FW",Red/Small,1
NRH1RGQ9,Monitor,Electronics,Product_0TDIG,263.7,56,2,5x14x16 cm,2023-03-15,2026-01-01,YBEWBZ,"MT3,TDR",Blue/Medium,3
MJUHHGUX,Monitor,Clothing,Product_H0NLB,294.65,8,2,19x11x8 cm,2023-01-01,2025-01-01,YYQBQX,"MKI,U2T",Red/Small,5
V4DZ5KA2,Headphones,Electronics,Product_OL2FN,336.03,95,1,12x17x6 cm,2023-03-15,2024-01-01,8FXL7J,"W2N,DT3",Blue/Medium,1
7ACKAWFJ,Monitor,Clothing,Product_R8R04,63.18,68,2,7x12x14 cm,2023-07-30,2026-01-01,4UMQY4,"GPP,XIX",Red/Small,1
9N5Y4DQ5,Monitor,Clothing,Product_WU4BE,248.86,83,3,17x10x18 cm,2023-03-15,2024-01-01,CS364S,"L36,WKH",Green/Large,4
NW10PSZ8,Monitor,Electronics,Product_39HVI,174.61,4,3,19x5x10 cm,2023-03-15,2025-01-01,VOQ8BY,"TX4,AZE",Red/Small,3
HE7EQXOO,Smartphone,Clothing,Product_3L96S,207.48,54,3,13x6x9 cm,2023-01-01,2024-01-01,QL5ND5,"3FG,ED7",Red/Small,3
KZHFL63Y,Monitor,Clothing,Product_HL90D,165.33,35,2,7x17x18 cm,2023-01-01,2024-01-01,K2DB8K,"J22,MZB",Green/Large,1
Y7EYFF9V,Smartphone,Electronics,Product_YT0FU,16.83,22,3,17x10x10 cm,2023-03-15,2025-01-01,ESDTBI,"6VK,OUP",Blue/Medium,2
LKZGQOB3,Headphones,Home Appliances,Product_CXYWN,434.31,99,3,13x6x5 cm,2023-03-15,2025-01-01,WAQG28,"8LT,HAY",Green/Large,3
X1YJTVZ8,Smartphone,Home Appliances,Product_O5LEM,451.23,74,1,14x6x13 cm,2023-01-01,2025-01-01,QSJHLF,"KMK,P5Y",Blue/Medium,3
M447VUGL,Monitor,Electronics,Product_LFY6V,55.61,24,3,17x19x19 cm,2023-03-15,2025-01-01,LDG1PO,"SWO,PFN",Red/Small,1
P4ES1OKI,Headphones,Clothing,Product_B0NJW,41.6,75,1,15x8x9 cm,2023-01-01,2025-01-01,PRDRM8,"N8G,XAB",Red/Small,5
URZ45RJ5,Headphones,Electronics,Product_VKBA4,305.64,80,2,11x14x20 cm,2023-07-30,2025-01-01,4F4KY4,"LLR,9QG",Blue/Medium,4
DU6QAHSN,Headphones,Electronics,Product_BZY8I,389.64,16,3,9x6x8 cm,2023-03-15,2026-01-01,IGCV7E,"RXO,YCP",Blue/Medium,4
LIXQ2IY1,Monitor,Clothing,Product_UIK4H,53.27,78,2,14x17x17 cm,2023-07-30,2024-01-01,9S20TI,"LLV,SVX",Green/Large,1
SN0AK4SM,Laptop,Home Appliances,Product_2LHFA,145.34,77,3,7x11x16 cm,2023-01-01,2025-01-01,E56S63,"JF3,Q1U",Green/Large,1
DUIGFOR8,Headphones,Clothing,Product_G5ZLY,301.38,92,2,19x18x16 cm,2023-01-01,2026-01-01,YGVBYA,"RIM,DER",Red/Small,5
PZHQDZC7,Smartphone,Electronics,Product_PSRNL,317.01,97,3,16x14x20 cm,2023-01-01,2026-01-01,74E90T,"XBK,HO2",Blue/Medium,2
GBCKHV6Z,Laptop,Home Appliances,Product_KZ1UD,255.28,24,3,7x16x12 cm,2023-03-15,2025-01-01,I7BUME,"KA4,7W3",Green/Large,5
G0MYN7Q5,Monitor,Clothing,Product_FGEYZ,460.21,27,2,13x16x18 cm,2023-03-15,2026-01-01,H7Z0DT,"B1T,PS4",Red/Small,2
AZHB7XUE,Laptop,Clothing,Product_I4F95,116.63,79,2,10x17x9 cm,2023-03-15,2025-01-01,P4M9MG,"5UO,L64",Green/Large,5
HA550R8X,Monitor,Electronics,Product_D2HAY,299.38,73,1,18x19x5 cm,2023-07-30,2025-01-01,DKUATC,"7WV,ZRO",Red/Small,2
RGG7HO3W,Monitor,Electronics,Product_2V1YS,355.89,50,2,19x10x19 cm,2023-07-30,2025-01-01,2J9MXE,"M3O,YAP",Blue/Medium,2
D761D42B,Headphones,Home Appliances,Product_3HM4H,119.62,29,3,12x5x12 cm,2023-03-15,2025-01-01,4YBZDZ,"GL2,14S",Blue/Medium,2
1GIRNAPF,Laptop,Home Appliances,Product_ZI30T,391.34,97,3,13x9x7 cm,2023-07-30,2024-01-01,1CZZ8Y,"O01,JX6",Green/Large,2
NF7UTZX6,Smartphone,Clothing,Product_03AYC,406.27,74,3,5x14x9 cm,2023-07-30,2026-01-01,7Y33JZ,"HHF,22D",Blue/Medium,5
01YXHLDA,Laptop,Home Appliances,Product_F3DZK,314.1,100,3,18x17x6 cm,2023-03-15,2025-01-01,BZD9H6,"M4N,PYB",Red/Small,1
H3G8N8V5,Headphones,Clothing,Product_9ACKY,13.16,33,1,6x14x17 cm,2023-01-01,2026-01-01,RDLL1K,"071,6KF",Red/Small,5
RWBSFP70,Laptop,Electronics,Product_6VAQP,121.83,22,2,5x11x16 cm,2023-01-01,2024-01-01,UT48KS,"55A,KV8",Blue/Medium,5
JB6DN9SE,Monitor,Home Appliances,Product_03ODG,260.59,76,3,11x18x12 cm,2023-03-15,2026-01-01,UWPCV2,"X3P,90V",Green/Large,3
NDQA27LR,Laptop,Electronics,Product_Z3TBF,74.44,23,1,18x10x18 cm,2023-07-30,2024-01-01,U79E99,"DH1,2UF",Green/Large,5
7PQ0R28X,Laptop,Home Appliances,Product_ZAELM,335.54,23,3,6x5x11 cm,2023-03-15,2026-01-01,AN2HGO,"ALO,0W9",Blue/Medium,3
GMGQKSFF,Monitor,Clothing,Product_IV9F5,258.71,45,2,7x11x20 cm,2023-07-30,2024-01-01,6ICGDN,"HMU,WZJ",Red/Small,4
JE3GYKXX,Headphones,Clothing,Product_QVZ26,372.99,10,3,20x18x14 cm,2023-03-15,2025-01-01,VUGSGM,"BH6,VOG",Blue/Medium,2
2M2X19RT,Headphones,Electronics,Product_8B4NI,429.46,40,1,18x18x10 cm,2023-07-30,2025-01-01,EOMVVN,"XB4,JRC",Red/Small,5
XO0NUZTE,Smartphone,Electronics,Product_EGNLC,469.23,25,1,9x6x8 cm,2023-01-01,2025-01-01,LD7NRC,"OKM,YRJ",Blue/Medium,1
I577PB33,Laptop,Clothing,Product_NJWT7,376.07,70,2,11x7x11 cm,2023-03-15,2024-01-01,SO206N,"KKM,57M",Red/Small,1
CHW0C71F,Smartphone,Home Appliances,Product_IY34T,262.26,34,2,18x7x18 cm,2023-07-30,2025-01-01,TOKI0A,"1QE,ULD",Green/Large,4
X43WQKPT,Headphones,Home Appliances,Product_OZ81Q,478.09,75,2,13x11x19 cm,2023-03-15,2026-01-01,AC62SQ,"Z3U,9AR",Blue/Medium,5
YL9CIL7Q,Monitor,Clothing,Product_PIHDG,450.8,84,2,9x18x5 cm,2023-01-01,2024-01-01,PEXW2M,"RYD,A3J",Red/Small,5
YE0W8PJ9,Laptop,Clothing,Product_W6AFJ,218.18,42,2,16x16x14 cm,2023-01-01,2024-01-01,RORLDH,"LFK,DWC",Blue/Medium,4
AEAU8B7Y,Headphones,Home Appliances,Product_NP2W1,291.25,91,1,15x18x20 cm,2023-01-01,2025-01-01,WUC6W5,"ABC,ZH4",Red/Small,5
DTXQ78CQ,Monitor,Clothing,Product_GO16G,368.63,82,3,17x8x18 cm,2023-07-30,2025-01-01,LSW93E,"26S,7MC",Green/Large,4
I4NAHFKS,Headphones,Clothing,Product_NX8WT,257.31,86,1,16x6x6 cm,2023-01-01,2025-01-01,O5CL6D,"14C,H3I",Blue/Medium,3
S9C4OM2X,Smartphone,Home Appliances,Product_9YA2A,183.22,47,2,5x20x19 cm,2023-01-01,2026-01-01,JK66Y5,"W1J,LA0",Blue/Medium,4
MUEM8QHU,Smartphone,Home Appliances,Product_VNNG4,370.56,83,3,19x20x20 cm,2023-01-01,2025-01-01,ZN4J1C,"HWS,Z3L",Red/Small,4
DVKZ8SAB,Monitor,Home Appliances,Product_L65CW,413.51,8,2,10x20x16 cm,2023-03-15,2026-01-01,LG685P,"NGV,HVI",Red/Small,5
6W525FQP,Laptop,Clothing,Product_LH6QL,235.44,94,3,9x16x12 cm,2023-03-15,2026-01-01,HUN7O1,"WN1,JKN",Blue/Medium,2
8N4ID3QV,Smartphone,Home Appliances,Product_I6MUT,329.63,10,2,5x13x13 cm,2023-03-15,2025-01-01,0ABI2I,"4XI,MGP",Red/Small,1
CZCWLS4M,Laptop,Electronics,Product_92XU7,219.98,51,1,17x13x5 cm,2023-01-01,2025-01-01,KTX1YS,"CUO,RAP",Blue/Medium,1
CT47U5K2,Monitor,Electronics,Product_V75N0,208.22,94,3,9x15x17 cm,2023-01-01,2025-01-01,P6L73A,"FL9,G01",Red/Small,5
FH8STD20,Smartphone,Clothing,Product_TARQG,498.57,11,1,9x11x5 cm,2023-07-30,2025-01-01,XJI78I,"36I,QCT",Green/Large,4
SD68PITF,Monitor,Clothing,Product_24YKZ,361.08,65,1,7x6x10 cm,2023-07-30,2025-01-01,LSVXTO,"KVX,SXX",Blue/Medium,2
AA3BG56T,Headphones,Clothing,Product_OTQSV,127.0,94,2,18x12x5 cm,2023-07-30,2025-01-01,7ZXKMU,"5HE,Y43",Red/Small,1
VRTFOFBP,Smartphone,Home Appliances,Product_D8RI7,470.29,65,3,17x14x15 cm,2023-01-01,2026-01-01,N6QPK7,"MI6,RWV",Red/Small,2
6YW5BE6A,Monitor,Clothing,Product_CE3JT,405.23,82,1,11x17x8 cm,2023-01-01,2026-01-01,NY4IXI,"93O,4QU",Red/Small,1
69B2M9PF,Monitor,Clothing,Product_QKU5C,29.08,91,3,10x5x11 cm,2023-07-30,2024-01-01,D1WFRB,"0RT,KYN",Green/Large,1
7557EF6D,Laptop,Electronics,Product_GSR15,20.21,29,2,19x18x13 cm,2023-03-15,2026-01-01,6VSSUT,"E19,KFC",Green/Large,4
AJZXUBOC,Headphones,Electronics,Product_87JOU,56.19,67,1,7x11x19 cm,2023-03-15,2026-01-01,FUCNVV,"HD4,1IW",Red/Small,5
C0TIY5DR,Headphones,Clothing,Product_ZTNLU,73.38,16,2,15x6x18 cm,2023-03-15,2025-01-01,T2MV1H,"R7T,9KL",Red/Small,1
VLQI17I0,Headphones,Electronics,Product_4D5E9,248.47,86,3,8x12x10 cm,2023-01-01,2024-01-01,YBB5BO,"1M5,H1R",Blue/Medium,5
T6F4Z4NV,Monitor,Clothing,Product_YUO89,317.27,19,3,5x8x5 cm,2023-03-15,2025-01-01,1OBY3Q,"KLP,MA4",Blue/Medium,1
7DNBSWFV,Smartphone,Electronics,Product_JER72,27.36,68,1,9x11x17 cm,2023-03-15,2025-01-01,W8FQLW,"1S3,NU0",Blue/Medium,5
JJ6GJ6O0,Headphones,Clothing,Product_4UXBP,378.46,74,3,12x18x20 cm,2023-01-01,2026-01-01,6ALIXQ,"43D,3MN",Red/Small,2
ZXR3UI80,Headphones,Clothing,Product_PWYBO,469.56,12,1,12x16x18 cm,2023-03-15,2026-01-01,CRGJEC,"OH4,3SE",Green/Large,1
P41HCH6F,Monitor,Clothing,Product_QRGSA,370.09,80,1,14x12x9 cm,2023-03-15,2025-01-01,4RBRS9,"JX3,2LX",Green/Large,5
FL9ZT9GL,Smartphone,Electronics,Product_KL1KW,165.41,8,2,10x15x20 cm,2023-07-30,2025-01-01,F2V6RY,"RC6,YI4",Red/Small,4
T4TYEZ1P,Laptop,Home Appliances,Product_1Y43H,20.28,78,2,18x8x6 cm,2023-01-01,2025-01-01,VY5YIL,"N74,6JW",Red/Small,2
I39GK1RX,Smartphone,Electronics,Product_SP7XT,134.42,11,3,6x18x12 cm,2023-07-30,2025-01-01,511PJ2,"GP3,313",Blue/Medium,2
P2BFJULQ,Laptop,Electronics,Product_DG3B7,186.52,24,3,20x18x17 cm,2023-03-15,2026-01-01,I5RI0E,"DYG,G2D",Red/Small,3
KWKWMQ3Y,Laptop,Electronics,Product_G02NG,40.96,61,2,18x6x17 cm,2023-03-15,2024-01-01,HUR5J2,"3P4,41I",Blue/Medium,3
OY5HY2I2,Laptop,Clothing,Product_9HR3T,151.83,33,1,6x11x11 cm,2023-07-30,2026-01-01,TDVFAX,"8C0,4Q7",Blue/Medium,4
UWPCYIXY,Laptop,Electronics,Product_A4WY6,249.77,13,2,13x16x11 cm,2023-07-30,2025-01-01,E6M5MB,"TMV,46P",Green/Large,3
C6IVVULU,Smartphone,Clothing,Product_3SFJV,271.21,92,1,5x18x20 cm,2023-03-15,2026-01-01,HKLXKZ,"MPB,DEW",Red/Small,3
EPCSF9FV,Headphones,Home Appliances,Product_KG6MY,111.29,98,3,15x8x7 cm,2023-07-30,2026-01-01,K7FWKZ,"TQD,0WA",Red/Small,2
CUHCRNXH,Smartphone,Clothing,Product_PXWPD,336.78,19,3,20x15x7 cm,2023-03-15,2025-01-01,GA3YDI,"HAP,I3X",Blue/Medium,4
KWLHJ6GG,Laptop,Clothing,Product_T1WJ7,476.52,50,3,5x16x15 cm,2023-03-15,2025-01-01,VF430K,"VPX,R6L",Red/Small,5
69FD0E9Q,Laptop,Clothing,Product_G1Q25,347.2,1,2,19x18x10 cm,2023-03-15,2024-01-01,GUVCL9,"N25,IPS",Green/Large,5
9OF3X3QM,Headphones,Home Appliances,Product_A61BJ,186.19,36,2,12x11x11 cm,2023-07-30,2024-01-01,D66RJP,"NJF,U4O",Green/Large,5
CSUT92JI,Monitor,Electronics,Product_37WZ8,359.02,32,3,19x10x5 cm,2023-01-01,2026-01-01,AQBKNW,"0MO,556",Red/Small,4
Q9JFF2JF,Smartphone,Home Appliances,Product_4P1CR,299.86,51,3,12x14x12 cm,2023-01-01,2026-01-01,JERBDU,"EQQ,0T1",Blue/Medium,4
I9DCG8P6,Smartphone,Electronics,Product_4UFFJ,332.54,80,3,8x7x9 cm,2023-01-01,2026-01-01,LCRHQ0,"FEK,DIN",Red/Small,5
Y24F0G8D,Laptop,Home Appliances,Product_OLSS0,468.29,59,2,17x13x16 cm,2023-07-30,2024-01-01,7YB0QJ,"1FQ,2XW",Red/Small,5
ZEGD1X9O,Headphones,Electronics,Product_KPJ62,228.53,83,2,10x15x20 cm,2023-01-01,2025-01-01,0TBFYR,"X9I,GGP",Green/Large,4
C30AE162,Headphones,Clothing,Product_FVI9I,468.1,49,1,10x18x10 cm,2023-01-01,2026-01-01,B5SYFV,"LFS,VN5",Red/Small,5
ZQ8C7HEB,Smartphone,Home Appliances,Product_HZAVD,199.43,41,3,5x8x20 cm,2023-03-15,2024-01-01,N4MDQB,"T9G,0FY",Red/Small,1
MXD8197J,Monitor,Home Appliances,Product_745RA,417.98,57,1,7x12x20 cm,2023-03-15,2024-01-01,KXCW63,"U8D,4FD",Green/Large,2
4XEMSJH1,Headphones,Home Appliances,Product_2IM5K,124.74,77,3,6x11x7 cm,2023-01-01,2025-01-01,42OZA6,"13P,IFK",Red/Small,3
R5NW228H,Headphones,Electronics,Product_EL4OP,306.53,1,2,14x18x11 cm,2023-01-01,2026-01-01,K4HMEY,"CBL,LTL",Green/Large,1
END7MOJ6,Laptop,Clothing,Product_ORVBL,281.65,73,1,9x8x8 cm,2023-03-15,2026-01-01,7B0F26,"48V,A9P",Blue/Medium,1
9SAGK0GS,Headphones,Electronics,Product_A98TQ,172.72,3,2,9x12x9 cm,2023-03-15,2026-01-01,450D82,"47Z,DV2",Green/Large,1
F3UGDR2V,Laptop,Home Appliances,Product_T5GO0,91.68,79,1,10x15x8 cm,2023-03-15,2026-01-01,JO4BGB,"LIJ,PFM",Blue/Medium,3
K0C9OPUT,Laptop,Clothing,Product_TL80T,464.52,96,3,13x12x14 cm,2023-03-15,2024-01-01,8SBXNH,"7EV,PEK",Green/Large,4
QXXT7K7S,Headphones,Home Appliances,Product_QJ6BH,341.32,85,1,18x17x18 cm,2023-03-15,2024-01-01,9AYYVC,"90U,M6B",Red/Small,5
1X2P3VAZ,Headphones,Clothing,Product_SH93U,488.04,65,3,13x5x11 cm,2023-01-01,2025-01-01,WVSGXT,"36B,P8D",Blue/Medium,1
T1QAW47X,Headphones,Clothing,Product_JPD88,107.38,43,3,8x14x16 cm,2023-07-30,2024-01-01,EU7JA9,"VZP,TWG",Green/Large,3
O53NRZJK,Headphones,Home Appliances,Product_8VV0V,397.58,6,1,16x16x8 cm,2023-01-01,2024-01-01,MOURVT,"JBD,65G",Green/Large,1
893ETV7I,Headphones,Electronics,Product_T10B5,452.19,87,2,10x20x11 cm,2023-03-15,2025-01-01,3C23HO,"Z6Q,SMY",Red/Small,3
VYZXB1VX,Monitor,Clothing,Product_YBFA8,199.44,45,1,12x10x9 cm,2023-03-15,2025-01-01,1A1KW5,"CUX,9TU",Green/Large,4
3E4UP7NS,Monitor,Home Appliances,Product_LQZAI,400.25,1,3,7x17x11 cm,2023-03-15,2024-01-01,AEYG04,"JNQ,XEI",Green/Large,2
XRKEBCR7,Smartphone,Electronics,Product_HUABQ,157.14,69,1,8x8x12 cm,2023-01-01,2025-01-01,LSCNHK,"B8P,UY1",Red/Small,5
L82QUKVW,Smartphone,Home Appliances,Product_89F83,16.58,18,3,12x11x10 cm,2023-01-01,2025-01-01,8H3ULK,"KPE,MI8",Blue/Medium,4
27V6VXPI,Smartphone,Electronics,Product_UMUSS,74.04,82,3,8x17x20 cm,2023-07-30,2026-01-01,LE6OCC,"H8D,7T4",Blue/Medium,1
F1Y66FRB,Headphones,Electronics,Product_2H2OY,46.54,98,3,9x17x13 cm,2023-01-01,2025-01-01,9ZIY9H,"2I0,DMO",Blue/Medium,3
GEEW4ZD3,Monitor,Electronics,Product_23VYE,381.67,24,1,14x9x17 cm,2023-07-30,2024-01-01,LHBLF9,"ZKJ,ALU",Red/Small,1
M6S342S0,Headphones,Clothing,Product_FZSLK,202.06,23,2,16x6x20 cm,2023-03-15,2024-01-01,N1S0R3,"15J,XHN",Blue/Medium,4
ZGM8P5X3,Headphones,Clothing,Product_2QRO2,78.46,77,1,12x11x12 cm,2023-03-15,2026-01-01,5H35W7,"27G,NA8",Red/Small,1
0BFYF6SZ,Laptop,Clothing,Product_23IEZ,244.91,60,1,9x19x5 cm,2023-01-01,2026-01-01,Q5W8FZ,"GJG,A94",Green/Large,3
UMZGN1SH,Smartphone,Home Appliances,Product_8A5RA,383.14,70,1,11x17x9 cm,2023-01-01,2026-01-01,AA7YSZ,"F0F,8EQ",Red/Small,1
J5WERLDF,Smartphone,Clothing,Product_C4XAX,163.77,60,3,16x16x7 cm,2023-03-15,2025-01-01,M472ED,"NIG,75U",Green/Large,1
4Z9EYTQP,Headphones,Clothing,Product_A3JJM,284.84,29,2,15x20x8 cm,2023-01-01,2026-01-01,SG80DN,"S48,6RY",Blue/Medium,1
FMB8A4UT,Headphones,Electronics,Product_D5TY9,336.01,97,1,8x10x5 cm,2023-03-15,2026-01-01,2A493J,"ORY,LLF",Green/Large,4
S1CFW3S6,Laptop,Home Appliances,Product_T04C9,371.16,69,2,18x17x12 cm,2023-07-30,2024-01-01,GT38DN,"TV0,T2P",Green/Large,3
MTFZKY2C,Headphones,Home Appliances,Product_F30W8,126.43,5,3,11x15x20 cm,2023-01-01,2025-01-01,E8FX9Q,"NML,OVV",Blue/Medium,2
N9HA57JB,Headphones,Clothing,Product_KQGZP,63.13,30,2,17x20x12 cm,2023-01-01,2025-01-01,07XYMB,"GF6,LEP",Blue/Medium,5
2MO97NEU,Laptop,Clothing,Product_U2TSC,195.8,10,2,17x8x16 cm,2023-07-30,2025-01-01,F1HU09,"98E,V3R",Green/Large,3
8QP94PPS,Smartphone,Clothing,Product_1RSPF,268.26,75,2,16x14x18 cm,2023-03-15,2026-01-01,2G1YMN,"BFV,J3P",Blue/Medium,2
NQ9AYRPM,Monitor,Clothing,Product_EPFWQ,379.59,28,3,9x18x5 cm,2023-01-01,2024-01-01,JT65Y0,"O62,M7N",Red/Small,4
ADTYPK3H,Monitor,Electronics,Product_6K8LJ,470.27,11,1,19x20x18 cm,2023-01-01,2025-01-01,NSU4IL,"LFQ,VEW",Blue/Medium,5
7SVBPD1L,Laptop,Electronics,Product_YGHQA,154.65,92,3,9x19x20 cm,2023-03-15,2024-01-01,4QPUP7,"AIU,D2M",Blue/Medium,4
1GOBLN04,Smartphone,Home Appliances,Product_6A56W,18.39,73,3,10x9x16 cm,2023-01-01,2025-01-01,PD08KE,"3W0,80X",Red/Small,5
C88E6L6V,Smartphone,Home Appliances,Product_IH73Y,83.14,91,2,20x17x18 cm,2023-03-15,2025-01-01,GY28OI,"9P7,783",Green/Large,2
9SBEYVQG,Smartphone,Clothing,Product_MS1TP,435.87,69,2,20x17x19 cm,2023-01-01,2026-01-01,VMUUXJ,"48E,VO7",Red/Small,2
WL5VLFBN,Monitor,Clothing,Product_IRMJX,59.3,45,1,19x12x16 cm,2023-01-01,2026-01-01,L3NN7H,"SMC,9P2",Green/Large,1
LUEGNPCM,Headphones,Clothing,Product_L29IL,16.8,75,3,16x17x7 cm,2023-01-01,2025-01-01,NUSM5R,"EI3,MUR",Red/Small,3
QJ6E2043,Laptop,Clothing,Product_HF3DA,87.17,88,3,17x17x20 cm,2023-01-01,2025-01-01,Z1AKHS,"767,D7S",Blue/Medium,1
RE1N8F7L,Headphones,Clothing,Product_87IKP,39.81,50,1,14x18x20 cm,2023-07-30,2024-01-01,39ZCJ6,"OL6,ZSQ",Green/Large,2
92PIGCWO,Laptop,Electronics,Product_CBPGI,236.87,54,3,16x9x11 cm,2023-07-30,2024-01-01,QI4H11,"AKD,C5K",Green/Large,4
BSG7925O,Monitor,Clothing,Product_ICV92,488.28,67,3,10x12x10 cm,2023-07-30,2024-01-01,B7DJ5X,"546,EHB",Blue/Medium,4
9NKAGXJI,Smartphone,Clothing,Product_TGEQA,126.25,98,1,15x16x8 cm,2023-07-30,2026-01-01,GXHDM7,"Q7L,J49",Red/Small,1
QQPYJLRC,Monitor,Electronics,Product_EH99Z,270.22,92,2,6x18x17 cm,2023-01-01,2026-01-01,5O7CJ5,"559,TKS",Red/Small,4
FSH1IBNY,Laptop,Electronics,Product_OCXQJ,171.82,47,2,17x8x14 cm,2023-03-15,2025-01-01,FRF76B,"SVL,U3G",Red/Small,4
X8KSS7UX,Monitor,Home Appliances,Product_0LFT5,19.56,76,2,14x15x8 cm,2023-01-01,2024-01-01,U3OXMN,"N6N,AK2",Blue/Medium,2
85CWGHBH,Laptop,Home Appliances,Product_FYXYR,436.82,46,3,8x19x17 cm,2023-07-30,2026-01-01,5CLB7V,"13U,RI0",Blue/Medium,2
NXEB3RTA,Laptop,Home Appliances,Product_S8D26,342.91,65,3,12x16x14 cm,2023-01-01,2026-01-01,0VSIRZ,"WUQ,TAW",Red/Small,3
IFP9W941,Laptop,Electronics,Product_A5HSM,417.53,20,3,15x17x11 cm,2023-01-01,2025-01-01,FI0H8K,"BZQ,8IV",Red/Small,5
5BDFTS8I,Monitor,Home Appliances,Product_VPM8K,11.02,80,1,11x15x6 cm,2023-01-01,2024-01-01,7DLM6M,"Z5S,O4H",Red/Small,4
DIM23H2A,Headphones,Electronics,Product_66BLB,266.15,96,1,17x16x13 cm,2023-01-01,2026-01-01,8KRGV5,"ZDR,66O",Blue/Medium,4
